Result Log

random seed: 1619485777334
strategy: ccegp
number of runs per experiment: 30
number of fitness evals per run: 5000
attacker solution file path: solutions/cfgdAttackerSolution.txt
attacker solution dot path: solutions/cfgdAttackerSolution.dot
attacker solution png path: solutions/cfgdAttackerSolution.png
defender solution file path: solutions/cfgdDefenderSolution.txt
defender solution dot path: solutions/cfgdDefenderSolution.dot
defender solution png path: solutions/cfgdDefenderSolution.png
high score world file path: worlds/cfgdHighScoreWorld.txt
defender_strategy: ccegp
game_time_limit: 1000.0
ca_classifiers: []
lambda_u: 1.0
beta_u: 100.0
sigma_u: 3.0
eta_u: 0.01
nu_r: 0.1
delta_l: 0.1
delta_a: 0.2
q: 0.4
gamma: 0.1
rho: 0.98
user_bonus: 0.06
attacker_penalty: 1.2
IDLess: False
gen_evals: one_vs_one
attacker_mu: 100
attacker_lambda: 50
attacker_dmax_init: 7
attacker_dmax_overall: 9
attacker_parent selection method: overselection
attacker_overselection top for parent selection: 0.32
attacker_probability of mutation p_m: 0.05
attacker_survival selection method: truncation
attacker_parsimony technique: size
attacker_parsimony pressure penalty coefficient: 0.001
defender_mu: 100
defender_lambda: 50
defender_dmax_init: 7
defender_dmax_overall: 9
defender_parent selection method: overselection
defender_overselection top for parent selection: 0.32
defender_probability of mutation p_m: 0.05
defender_survival selection method: truncation
defender_parsimony technique: size
defender_parsimony pressure penalty coefficient: 0.001
termination method: number_of_evals
CIAO data file path root: cfgd
parsimony log file path: data/cfgdParsimonyLog.txt

Run 1
Attacker	100	0.3193666840132705	7.476729859171348
Defender	100	-0.15090246753247627	0.177
Attacker	250	1.1502666118163622	14.242987489498775
Defender	250	-0.007665619354314348	0.119
Attacker	400	1.347089270326356	14.272987489498774
Defender	400	0.019621990739305827	0.11299999999999999
Attacker	550	0.9911033821881741	12.94241986055795
Defender	550	0.03730002195200022	0.177
Attacker	700	1.2008610772781905	9.99229106038135
Defender	700	0.040204849070469756	0.179
Attacker	850	0.9837873958993012	9.99629106038135
Defender	850	0.04020132802677197	0.239
Attacker	1000	0.7533383729342539	11.077536539681057
Defender	1000	0.0405499022977023	0.283
Attacker	1150	0.5949813919523396	8.807044858247755
Defender	1150	0.04225022640692643	0.179
Attacker	1300	0.6896417462721922	6.805104180654284
Defender	1300	0.04270355327514019	0.119
Attacker	1450	1.1836819355717445	11.57976352947993
Defender	1450	0.047078894382810176	0.239
Attacker	1600	0.5207418257758762	10.549987180648625
Defender	1600	0.04548654154068573	0.179
Attacker	1750	0.4008672580711655	11.57976352947993
Defender	1750	0.04587131823078885	0.239
Attacker	1900	0.40694023957888786	12.057470025070977
Defender	1900	0.042350879453879456	0.179
Attacker	2050	0.15876778499171398	7.502729859171348
Defender	2050	0.04508607822177829	0.239
Attacker	2200	0.15743230105454134	6.075878732727039
Defender	2200	0.04820222969579442	0.239
Attacker	2350	0.008799999999999999	0.979
Defender	2350	0.04355337995627563	0.179
Attacker	2500	0.09734658269184053	5.314054285183999
Defender	2500	0.04548737509157509	0.179
Attacker	2650	-0.0010000000000000007	-0.001
Defender	2650	0.053609102297702285	0.239
Attacker	2800	0.008799999999999999	0.979
Defender	2800	0.04576748498168496	0.179
Attacker	2950	0.03557051066493451	1.9198
Defender	2950	0.04362580740673156	0.179
Attacker	3100	0.02800800000000011	1.9198
Defender	3100	0.047752644122544145	0.179
Attacker	3250	0.20591182187354412	7.502729859171348
Defender	3250	0.04715369115377376	0.239
Attacker	3400	0.03741600000000011	1.9198
Defender	3400	0.043822042557854976	0.179
Attacker	3550	0.018600000000000106	0.979
Defender	3550	0.04454960674227733	0.179
Attacker	3700	0.16705723590974675	8.807044858247755
Defender	3700	0.038122734469039736	0.119
Attacker	3850	0.08483345512734239	5.314054285183999
Defender	3850	0.04611567854161344	0.419
Attacker	4000	0.115582895715745	5.314054285183999
Defender	4000	0.04575071814851816	0.179
Attacker	4150	0.39221276467792876	12.51143595542659
Defender	4150	0.04550221681249608	0.179
Attacker	4300	0.229948619120467	8.169728068875468
Defender	4300	0.05311223035395979	0.239
Attacker	4450	0.3146816672983251	10.549987180648625
Defender	4450	0.04075514490215668	0.359
Attacker	4600	0.008799999999999999	0.979
Defender	4600	0.04884726276049376	0.239
Attacker	4750	-0.0010000000000000007	-0.001
Defender	4750	0.048339261742179424	0.179
Attacker	4900	0.09089076624000052	4.518603983999999
Defender	4900	0.05420004430863256	0.239
Attacker	5050	0.044196039839999667	4.518603983999999
Defender	5050	0.04344193302775661	0.179

Run 2
Attacker	100	0.5502120619021399	6.075878732727039
Defender	100	-0.22033443199911829	0.143
Attacker	250	1.1984371044862854	12.742419860557948
Defender	250	-0.03802258639631507	0.11099999999999999
Attacker	400	1.9111608988471902	14.258987489498775
Defender	400	-0.030931993695931227	0.155
Attacker	550	1.657866734308098	9.94029106038135
Defender	550	-0.014826738645564972	0.119
Attacker	700	1.4469667667194983	12.31343595542659
Defender	700	0.01823971715053914	0.179
Attacker	850	0.7846286372768997	17.04461172163273
Defender	850	0.04040981386988042	0.239
Attacker	1000	0.8393649028910657	12.31943595542659
Defender	1000	0.03639241721150449	0.119
Attacker	1150	0.5683078419507186	9.4156006848176
Defender	1150	0.042749897641911866	0.179
Attacker	1300	0.7654633893529652	13.351159435101886
Defender	1300	0.045453810550533096	0.299
Attacker	1450	0.4306963505313629	16.363529581473106
Defender	1450	0.040404701317122614	0.17099999999999999
Attacker	1600	0.3119511723662104	12.057470025070977
Defender	1600	0.042478478191033196	0.179
Attacker	1750	0.30032816953206837	7.502729859171348
Defender	1750	0.044826512785765	0.177
