Result Log

random seed: 1618888888563
strategy: ccegp
number of runs per experiment: 30
number of fitness evals per run: 10000
attacker solution file path: solutions/cfgfAttackerSolution.txt
attacker solution dot path: solutions/cfgfAttackerSolution.dot
attacker solution png path: solutions/cfgfAttackerSolution.png
defender solution file path: solutions/cfgfDefenderSolution.txt
defender solution dot path: solutions/cfgfDefenderSolution.dot
defender solution png path: solutions/cfgfDefenderSolution.png
high score world file path: worlds/cfgfHighScoreWorld.txt
defender_strategy: ccegp
game_time_limit: 1000.0
ca_classifiers: []
lambda_u: 1.0
beta_u: 100.0
sigma_u: 3.0
eta_u: 0.01
nu_r: 0.1
delta_l: 0.1
delta_a: 0.2
q: 0.7
gamma: 0.1
rho: 0.98
user_bonus: 0.06
attacker_penalty: 1.0
IDLess: True
gen_evals: one_vs_one
attacker_mu: 100
attacker_lambda: 50
attacker_dmax_init: 7
attacker_dmax_overall: 9
attacker_parent selection method: overselection
attacker_overselection top for parent selection: 0.32
attacker_probability of mutation p_m: 0.05
attacker_survival selection method: truncation
attacker_parsimony technique: size
attacker_parsimony pressure penalty coefficient: 0.001
defender_mu: 100
defender_lambda: 50
defender_dmax_init: 7
defender_dmax_overall: 9
defender_parent selection method: overselection
defender_overselection top for parent selection: 0.32
defender_probability of mutation p_m: 0.05
defender_survival selection method: truncation
defender_parsimony technique: size
defender_parsimony pressure penalty coefficient: 0.001
termination method: number_of_evals
CIAO data file path root: cfgf
parsimony log file path: data/cfgfParsimonyLog.txt

Run 1
Attacker	100	6.67705324885313	49.99899991585156
Defender	100	-0.11546515807531117	0.13699999999999998
Attacker	250	11.341268657796643	49.99899991585156
Defender	250	0.00934470560420298	0.179
Attacker	400	17.886107784388102	49.99899991585156
Defender	400	0.03403555272634761	0.239
Attacker	550	19.045568105099246	49.99899991585156
Defender	550	0.05262797628116853	0.239
Attacker	700	16.485260560921077	49.99899991585156
Defender	700	0.05723670439796182	0.299
Attacker	850	20.741630053857538	49.99899991585156
Defender	850	0.048400822940295	0.239
Attacker	1000	16.287995477180917	49.99899991585156
Defender	1000	0.05784974306251397	0.239
Attacker	1150	12.486758466011457	49.99899991585156
Defender	1150	0.05431030288371907	0.179
Attacker	1300	14.993269441159633	49.99899991585156
Defender	1300	0.059961070101458305	0.239
Attacker	1450	14.996719939539464	49.99899991585156
Defender	1450	0.059852591025820745	0.239
Attacker	1600	13.498659942063918	49.99899991585156
Defender	1600	0.0645173529580062	0.239
Attacker	1750	13.99897997643845	49.99899991585156
Defender	1750	0.06516120001682975	0.239
Attacker	1900	14.99899997475548	49.99899991585156
Defender	1900	0.07001393847584374	0.239
Attacker	2050	8.998999984853299	49.99899991585156
Defender	2050	0.06974772728787401	0.239
Attacker	2200	10.998999981487358	49.99899991585156
Defender	2200	0.07220953905005548	0.239
Attacker	2350	9.498999984011814	49.99899991585156
Defender	2350	0.07511811798428894	0.239
Attacker	2500	10.498999982328844	49.99899991585156
Defender	2500	0.0798254000126223	0.239
Attacker	2650	11.998999979804388	49.99899991585156
Defender	2650	0.07476902858573385	0.299
Attacker	2800	9.498999984011814	49.99899991585156
Defender	2800	0.06845200001598824	0.239
Attacker	2950	10.998999981487358	49.99899991585156
Defender	2950	0.0851748000084148	0.359
Attacker	3100	5.498999990743694	49.99899991585156
Defender	3100	0.09199139999999988	0.299
Attacker	3250	0.9989990283238338	49.99899991585156
Defender	3250	0.09735400000084123	0.299
Attacker	3400	0.49899999915851795	49.99899991585156
Defender	3400	0.09473999999999978	0.239
Attacker	3550	-0.0010000000000000007	-0.001
Defender	3550	0.07715384615384617	0.239
Attacker	3700	-0.0010000000000000007	-0.001
Defender	3700	0.07760000000000003	0.239
Attacker	3850	-0.0010000000000000007	-0.001
Defender	3850	0.08839999999999995	0.239
Attacker	4000	-0.0010000000000000007	-0.001
Defender	4000	0.0849236	0.359
Attacker	4150	0.49899999915851795	49.99899991585156
Defender	4150	0.09619999999999976	0.359
Attacker	4300	0.9989999983170266	49.99899991585156
Defender	4300	0.08247754757281557	0.239
Attacker	4450	0.49899999915851795	49.99899991585156
Defender	4450	0.08273200000084154	0.299
Attacker	4600	0.9989999983170266	49.99899991585156
Defender	4600	0.08227200000168301	0.299
Attacker	4750	0.9989999983170266	49.99899991585156
Defender	4750	0.09663362857142835	0.419
Attacker	4900	0.49899999915851795	49.99899991585156
Defender	4900	0.07874940000084146	0.239
Attacker	5050	1.4989999974755424	49.99899991585156
Defender	5050	0.09851739999999974	0.239
Attacker	5200	0.49899999915851795	49.99899991585156
Defender	5200	0.07902959999999998	0.239
Attacker	5350	-0.0010000000000000007	-0.001
Defender	5350	0.08356361538461542	0.239
Attacker	5500	0.49899999915851795	49.99899991585156
Defender	5500	0.1003443076923074	0.239
Attacker	5650	1.4989999974755424	49.99899991585156
Defender	5650	0.08619591428823872	0.359
Attacker	5800	1.4989999974755424	49.99899991585156
Defender	5800	0.08516870683482257	0.179
Attacker	5950	1.4989999974755424	49.99899991585156
Defender	5950	0.08256900000252448	0.239
Attacker	6100	2.998999994951116	49.99899991585156
Defender	6100	0.08717020000504887	0.299
Attacker	6250	3.9989999932681473	49.99899991585156
Defender	6250	0.09478586852885425	0.299
Attacker	6400	0.9989999983170266	49.99899991585156
Defender	6400	0.09417999999999983	0.239
Attacker	6550	-0.0010000000000000007	-0.001
Defender	6550	0.08004642857142868	0.299
Attacker	6700	-0.0010000000000000007	-0.001
Defender	6700	0.08548238095238092	0.239
Attacker	6850	0.9989997432608732	49.99899991585156
Defender	6850	0.08993467418630502	0.239
